rut,cohorte,estado,sigla,creditos,nivel_original,nivel_alumno,nota,oportunidad,estado_aprobacion,max_semestres,label,ultimo_nivel,estado_temporal
448,2013,Titulado,curso_14,2,3,2,71,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_6,4,2,2,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_13,2,3,2,72,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_5,4,2,2,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_4,4,2,2,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_28,3,6,2,61,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_12,4,3,2,67,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_19,3,4,3,75,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_24,3,5,3,58,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_10,4,3,3,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_28,3,6,3,61,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_11,4,3,3,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_12,4,3,3,67,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_18,3,4,4,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_25,3,5,4,78,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_22,3,5,4,67,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_34,3,7,4,62,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_16,4,4,4,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_17,5,4,4,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_20,4,4,4,58,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_29,4,6,4,65,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_31,4,6,4,57,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_42,4,8,5,75,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_22,3,5,5,67,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_37,3,7,5,60,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_39,3,7,5,65,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_43,3,8,5,61,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_27,4,5,5,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_23,4,5,5,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_26,4,5,5,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_29,4,6,5,65,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_30,3,6,5,67,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_35,3,7,5,71,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_42,4,8,6,75,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_36,3,7,6,65,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_38,4,7,6,62,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_53,4,10,6,70,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_54,3,10,6,71,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_41,2,8,6,60,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_35,3,7,6,71,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_51,3,9,7,75,2.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_45,4,8,7,71,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_49,4,9,7,68,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_50,4,9,7,68,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_51,3,9,8,75,2.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_44,4,8,8,14285,,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_48,3,9,8,64,1.0,A,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_55,4,10,8,0,1.0,R,10,no_consistentes,9,Matriculado
448,2013,Titulado,curso_46,4,9,9,14285,,A,10,no_consistentes,9,Titulado
448,2013,Titulado,curso_47,3,9,9,14285,,A,10,no_consistentes,9,Titulado
394,2013,Matriculado,curso_9,4,3,1,61,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_8,3,2,1,85,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_2,6,1,1,14285,,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_1,6,1,1,14285,,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_3,3,1,1,68,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_7,3,2,1,72,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_10,4,3,1,74,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_6,4,2,2,57,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_13,2,3,2,85,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_5,4,2,2,14285,,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_7,3,2,2,72,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_4,4,2,2,72,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_16,4,4,2,68,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_17,5,4,2,71,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_19,3,4,3,80,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_14,2,3,3,68,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_16,4,4,3,68,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_17,5,4,3,71,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_11,4,3,3,61,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_12,4,3,3,68,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_14,2,3,4,68,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_22,3,5,4,61,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_16,4,4,4,68,3.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_27,4,5,4,58,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_12,4,3,4,68,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_18,3,4,5,58,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_25,3,5,5,72,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_22,3,5,5,61,3.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_27,4,5,5,58,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_12,4,3,5,68,3.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_22,3,5,6,61,3.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_24,3,5,6,58,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_20,4,4,6,64,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_26,4,5,6,72,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_20,4,4,7,64,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_28,3,6,7,65,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_30,3,6,7,65,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_31,4,6,7,60,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_39,3,7,8,64,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_28,3,6,8,65,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_23,4,5,8,57,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_30,3,6,8,65,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_35,3,7,8,57,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_38,4,7,9,65,2.0,R,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_45,4,8,9,74,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_34,3,7,9,65,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_37,3,7,9,58,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_43,3,8,9,74,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_29,4,6,9,64,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_42,4,8,10,68,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_51,3,9,10,74,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_36,3,7,10,57,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_38,4,7,10,65,2.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_48,3,9,10,67,1.0,A,10,no_consistentes,10,Matriculado
394,2013,Matriculado,curso_41,2,8,10,70,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_9,4,3,1,58,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_14,2,3,1,68,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_13,2,3,1,74,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_2,6,1,1,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_1,6,1,1,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_3,3,1,1,71,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_10,4,3,1,68,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_12,4,3,1,67,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_19,3,4,2,62,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_8,3,2,2,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_6,4,2,2,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_24,3,5,2,58,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_5,4,2,2,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_7,3,2,2,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_4,4,2,2,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_16,4,4,2,57,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_17,5,4,2,64,3.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_12,4,3,2,67,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_22,3,5,3,68,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_16,4,4,3,57,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_17,5,4,3,64,3.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_20,4,4,3,70,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_11,4,3,3,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_29,4,6,3,57,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_18,3,4,4,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_25,3,5,4,78,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_17,5,4,4,64,3.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_28,3,6,4,64,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_26,4,5,4,80,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_29,4,6,4,57,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_36,3,7,5,70,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_28,3,6,5,64,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_27,4,5,5,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_23,4,5,5,14285,,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_26,4,5,5,80,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_31,4,6,5,74,3.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_36,3,7,6,70,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_34,3,7,6,60,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_37,3,7,6,64,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_41,2,8,6,65,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_30,3,6,6,60,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_31,4,6,6,74,3.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_42,4,8,7,57,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_30,3,6,7,60,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_31,4,6,7,74,3.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_38,4,7,8,65,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_39,3,7,8,67,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_49,4,9,8,61,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_43,3,8,8,58,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_35,3,7,8,57,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_39,3,7,9,67,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_44,4,8,9,67,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_49,4,9,9,61,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_43,3,8,9,58,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_47,3,9,9,68,2.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_35,3,7,9,57,2.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_51,3,9,10,74,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_45,4,8,10,42,1.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_53,4,10,10,54,1.0,R,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_54,3,10,10,72,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_50,4,9,10,85,1.0,A,10,no_consistentes,10,Matriculado
294,2013,Matriculado,curso_47,3,9,10,68,2.0,A,10,no_consistentes,10,Matriculado
602,2013,Titulado,curso_9,4,3,1,64,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_14,2,3,1,65,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_13,2,3,1,84,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_2,6,1,1,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_1,6,1,1,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_3,3,1,1,77,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_10,4,3,1,65,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_12,4,3,1,65,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_19,3,4,2,78,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_8,3,2,2,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_6,4,2,2,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_24,3,5,2,87,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_5,4,2,2,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_7,3,2,2,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_4,4,2,2,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_16,4,4,2,61,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_17,5,4,2,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_20,4,4,2,67,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_26,4,5,2,67,2.0,R,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_25,3,5,3,85,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_22,3,5,3,75,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_27,4,5,3,70,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_11,4,3,3,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_26,4,5,3,67,2.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_29,4,6,3,60,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_18,3,4,4,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_28,3,6,4,67,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_30,3,6,4,57,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_31,4,6,4,65,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_36,3,7,5,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_38,4,7,5,68,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_34,3,7,5,70,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_37,3,7,5,68,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_39,3,7,5,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_23,4,5,5,14285,,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_35,3,7,5,60,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_42,4,8,6,82,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_45,4,8,6,68,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_44,4,8,6,77,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_43,3,8,6,84,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_41,2,8,6,70,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_51,3,9,7,81,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_46,4,9,7,81,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_49,4,9,7,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_50,4,9,7,60,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_48,3,9,7,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_47,3,9,7,71,1.0,A,10,no_consistentes,8,Matriculado
602,2013,Titulado,curso_53,4,10,8,75,1.0,A,10,no_consistentes,8,Titulado
602,2013,Titulado,curso_54,3,10,8,64,1.0,A,10,no_consistentes,8,Titulado
602,2013,Titulado,curso_55,4,10,8,0,1.0,R,10,no_consistentes,8,Titulado
119,2013,Matriculado,curso_8,3,2,1,91,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_14,2,3,1,75,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_6,4,2,1,62,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_2,6,1,1,14285,,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_1,6,1,1,14285,,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_3,3,1,1,71,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_7,3,2,1,70,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_10,4,3,1,78,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_9,4,3,2,88,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_13,2,3,2,82,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_24,3,5,2,81,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_5,4,2,2,14285,,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_4,4,2,2,14285,,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_17,5,4,2,60,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_19,3,4,3,87,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_25,3,5,3,84,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_11,4,3,3,71,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_12,4,3,3,65,2.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_18,3,4,4,71,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_22,3,5,4,71,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_16,4,4,4,14285,,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_27,4,5,4,70,2.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_12,4,3,4,65,2.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_20,4,4,5,71,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_27,4,5,5,70,2.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_26,4,5,5,77,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_28,3,6,6,74,3.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_23,4,5,6,65,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_30,3,6,6,62,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_31,4,6,6,64,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_38,4,7,7,58,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_28,3,6,7,74,3.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_29,4,6,7,57,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_51,3,9,8,78,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_36,3,7,8,68,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_37,3,7,8,61,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_39,3,7,8,60,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_28,3,6,8,74,3.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_34,3,7,9,-14,1.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_44,4,8,9,67,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_47,3,9,9,34,1.0,R,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_41,2,8,9,67,1.0,A,10,no_consistentes,9,Matriculado
119,2013,Matriculado,curso_35,3,7,9,35,1.0,R,10,no_consistentes,9,Matriculado
578,2013,Desertor,curso_9,4,3,1,62,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_14,2,3,1,84,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_13,2,3,1,72,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_2,6,1,1,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_1,6,1,1,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_3,3,1,1,72,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_10,4,3,1,70,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_12,4,3,1,65,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_19,3,4,2,70,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_8,3,2,2,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_6,4,2,2,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_24,3,5,2,64,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_5,4,2,2,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_7,3,2,2,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_4,4,2,2,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_16,4,4,2,57,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_17,5,4,2,37,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_27,4,5,2,74,2.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_12,4,3,2,65,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_19,3,4,3,70,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_25,3,5,3,80,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_17,5,4,3,37,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_27,4,5,3,74,2.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_11,4,3,3,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_12,4,3,3,65,3.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_29,4,6,3,54,2.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_18,3,4,4,14285,,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_19,3,4,4,70,3.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_17,5,4,4,37,3.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_20,4,4,4,68,1.0,A,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_28,3,6,4,27,1.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_29,4,6,4,54,2.0,R,10,no_consistentes,5,Matriculado
578,2013,Desertor,curso_23,4,5,5,14285,,A,10,no_consistentes,5,Desertor
541,2013,Eliminado,curso_9,4,3,1,61,1.0,A,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_8,3,2,1,75,1.0,A,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_6,4,2,1,58,2.0,R,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_2,6,1,1,14285,,A,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_1,6,1,1,14285,,A,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_3,3,1,1,70,1.0,A,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_7,3,2,1,57,2.0,R,10,no_consistentes,5,Matriculado
541,2013,Eliminado,curso_10,4,3,1,60,1.0,A,10,no_consistentes,5,Matriculado
